Material,Description,Procurement,Base Unit,Material Type,Material Group,Matl Grp Desc.
8990158300,9744  QSG-PIC-AU-NZ-2017/07,F,EA,ZRAW,899,Other Packaging
8990158400,9744  QSG-PIC-AUS-2017/05,F,EA,ZRAW,899,Other Packaging
8990158600,NEW LEAFLET FOR PICCOLO JAPAN,F,EA,ZRAW,899,Other Packaging
8990158601,Leaflet for Japan market,F,EA,ZRAW,899,Other Packaging
8990158900,QSG DROP KRUPS WEU (8080017460-02),F,EA,ZRAW,899,Other Packaging
8990159000,QSG DROP EEU (8080015521-02),F,EA,ZRAW,899,Other Packaging
8990159001,QSG DROP EE (8080015521 2019/07),F,EA,ZRAW,899,Other Packaging
8990159100,9744 QSG NDG NZ (QSG-PIC-AUS-2017/05),F,EA,ZRAW,899,Other Packaging
8990159200,EAC LEAFLET (8020000371-01) KP35* ID,F,EA,ZRAW,899,Other Packaging
8990159300,QSG DROP NDG AOA (QSG-DRO-AU-NZ-2017/07),F,EA,ZRAW,899,Other Packaging
8990161400,QSG DROP NDG AOA (XXXXXXXXXXXX),F,EA,ZRAW,899,Other Packaging
8990161500,QSG DROP NDG AOA (QSG-DRO-AOA-2017/05),F,EA,ZRAW,899,Other Packaging
8990162400,QUICK START  MX (QSG-MME-MXCCA-2017/05),F,EA,ZRAW,899,Other Packaging
8990162500,9634 Service List Turkey,F,EA,ZRAW,899,Other Packaging
8990163300,QUICK START AOA (QSG-PIC-AOA-2017/11),F,EA,ZRAW,899,Other Packaging
8990163500,QUICK START (QSG-MME-MXCCA-2017/05),F,EA,ZRAW,899,Other Packaging
8990164200,QSG DROP NDG (QSG-DRO-MXCCA-2017/05),F,EA,ZRAW,899,Other Packaging
8990164700,QUICK START WEU KP170 (8020001321),F,EA,ZRAW,899,Other Packaging
8990164800,EAC LEAFLET (8020001584) KP170,F,EA,ZRAW,899,Other Packaging
8990165800,MASTER CTN CHILE RED BATAM,F,EA,ZRAW,899,Other Packaging
8990165900,9744QS AMS(QSG-PIC-MXCCA-2017/05),F,EA,ZRAW,899,Other Packaging
8990166500,QUICK START SHEET AOA(8080015516-02),F,EA,ZRAW,899,Other Packaging
8990166800,WARRANTY CARD INDONESIA,F,EA,ZRAW,899,Other Packaging
8990166801,NEW WARRANTY CARD INDONESIA,F,EA,ZRAW,899,Other Packaging
8990166900,Foy path leaflet for Shiga Turkey,F,EA,ZRAW,899,Other Packaging
8990167500,QUICK START EEU (8080015492-02) Mini Me,F,EA,ZRAW,899,Other Packaging
8990167501,9770 QUICK START EEU (8020004682/01),F,EA,ZRAW,899,Other Packaging
8990167600,QUICK START SHEET WE (8080017462-02)1602,F,EA,ZRAW,899,Other Packaging
8990167700,Brochure Dolce Gusto ABRIL 2017 con MINI,F,EA,ZRAW,899,Other Packaging
8990167800,Brochure Dolce Gusto ABRIL 2017 con PICC,F,EA,ZRAW,899,Other Packaging
8990167900,WARRANTY+DM 2 YEARS (5713217911_02.14),F,EA,ZRAW,899,Other Packaging
8990168100,Brochure Dolce Gusto PICCOLO-CL-2019/01,F,EA,ZRAW,899,Other Packaging
8990168200,Brochure Dolce Gusto PICCOLO-CL-2017/12,F,EA,ZRAW,899,Other Packaging
8990168400,Brite leaflet (ver2 20170808),F,EA,ZRAW,899,Other Packaging
8990168500,MASTER CTN 9744 LIGHT PROJECT,F,EA,ZRAW,899,Other Packaging
8990168600,QSG PICCOLO AMS (8080015487-02) BATAM,F,EA,ZRAW,899,Other Packaging
8990168700,BROCHURE DL CH (5813215931) 18,F,EA,ZRAW,899,Other Packaging
8990169000,WARRANTY CARD FOR MX NEW ADDRESS,F,EA,ZRAW,899,Other Packaging
8990169200,QUICK START WEU (8080017463-02),F,EA,ZRAW,899,Other Packaging
8990169300,QUICK START AOA (QSG-MME-AOA-2017/12),F,EA,ZRAW,899,Other Packaging
8990169500,QSG EDG305 DLNESC 06.17 (13212171DL),F,EA,ZRAW,899,Other Packaging
8990170100,WARRANTY+DM(2YEARS) DL (5713217911),F,EA,ZRAW,899,Other Packaging
8990170200,QUICK START EDG305 DLNESC 06.17 (1321217,F,EA,ZRAW,899,Other Packaging
8990170500,WARRANTY CARD FOR MX NEW ADDRESS,F,EA,ZRAW,899,Other Packaging
8990171000,NDG ANZ and Breville Booklet 2017,F,EA,ZRAW,899,Other Packaging
8990171001,NDG ANZ and Breville Booklet 2020,F,EA,ZRAW,899,Other Packaging
8990171002,NDG ANZ and Breville Booklet 2021,F,EA,ZRAW,899,Other Packaging
8990171100,NDG Breville Warranty Card 149-10-0003,F,EA,ZRAW,899,Other Packaging
8990171400,BROCHURE DL CN (5813213061),F,EA,ZRAW,899,Other Packaging
8990171600,Warranty Information Shiga AU,F,EA,ZRAW,899,Other Packaging
8990171700,BROCHURE DL DE (5813213001),F,EA,ZRAW,899,Other Packaging
8990172100,9744R QSG SEB KRUPS WE/NE(8080017467-2),F,EA,ZRAW,899,Other Packaging
8990172300,9744R QSG SEB KRUPS WE/NE(8080017467-02),F,EA,ZRAW,899,Other Packaging
8990172301,9744R QSG KRUPHWE/NE(8020004677/01),F,EA,ZRAW,899,Other Packaging
8990172700,QUICK START GUIDE,F,EA,ZRAW,899,Other Packaging
8990172800,WARRANTY CARD,F,EA,ZRAW,899,Other Packaging
8990172900,SPB 9781 ARIEL KRUPS WE 70X70 MM,F,EA,ZRAW,899,Other Packaging
8990172901,SPB WEST EUROPE 8020003154,F,EA,ZRAW,899,Other Packaging
8990173400,BROCHURE DL CH (5813211961) 06.11,F,EA,ZRAW,899,Other Packaging
8990173401,BROCHURE DL CH 2020,F,EA,ZRAW,899,Other Packaging
8990173500,APP+Brite leaflet Tama/Shiga,F,EA,ZRAW,899,Other Packaging
8990173501,APP+Brite leaflet NBA-BRT-1909,F,EA,ZRAW,899,Other Packaging
8990173502,APP+Brite leaflet NBA-BRT-2009,F,EA,ZRAW,899,Other Packaging
8990173503,APP+Brite leaflet Tama/Shiga New 2020,F,EA,ZRAW,899,Other Packaging
8990173600,USER MANUAL ARNO BR (8080015495-02),F,EA,ZRAW,899,Other Packaging
8990173700,QSG AMS BR (8080015494-02),F,EA,ZRAW,899,Other Packaging
8990173701,QSG AMS BR (8080015494-03),F,EA,ZRAW,899,Other Packaging
8990174000,Layer pad Tetris-R EU 1190x990 (mm),F,EA,ZRAW,899,Other Packaging
8990174100,Angle bar Tetris-R EU 2210x50x50 (mm),F,EA,ZRAW,899,Other Packaging
8990175300,THERMAL TRANSFER RIBBON 180MM WIDTH,F,M,ZRAW,899,Other Packaging
8990176200,SAFETY PRECAUTION 8080017233-03 2018/06,F,EA,ZRAW,899,Other Packaging
8990176300,9744R QSG SEB EE (8080015486-02)2017/05,F,EA,ZRAW,899,Other Packaging
8990176301,9744R QSG SEB EE (8020004678/01),F,EA,ZRAW,899,Other Packaging
8990176400,QUICK START QSG-MME-ZH-CN 2018/10 CHINA,F,EA,ZRAW,899,Other Packaging
8990176500,9770 QSG XXXXXXXXX,F,EA,ZRAW,899,Other Packaging
8990176600,9770 QSG XXXXXXXXX,F,EA,ZRAW,899,Other Packaging
8990176700,9770 QSG XXXXXXXXX,F,EA,ZRAW,899,Other Packaging
8990176800,9770 QSG XXXXXXXXX,F,EA,ZRAW,899,Other Packaging
8990176900,9770 QSG XXXXXXXXX,F,EA,ZRAW,899,Other Packaging
8990177000,9770 QSG XXXXXXXXX,F,EA,ZRAW,899,Other Packaging
8990177100,9770 QSG XXXXXXXXX,F,EA,ZRAW,899,Other Packaging
8990177200,BROCHURE LEAFLET NDG PERU,F,EA,ZRAW,899,Other Packaging
8990177300,LAYER PAD 1190 x 790 (mm),F,EA,ZRAW,899,Other Packaging
8990177400,ANGLE BAR 2100 x 50 x 50 (mm),F,EA,ZRAW,899,Other Packaging
8990177500,9744R QSG SEB KRUPS AOA(8080016555-02),F,EA,ZRAW,899,Other Packaging
8990177600,WARRANTY CARD KRUPS (8020002121-02) 2018,F,EA,ZRAW,899,Other Packaging
8990177601,WARRANTY CARD (8020004754/01) KRUPS WORL,F,EA,ZRAW,899,Other Packaging
8990177800,9663R QUICK START GUIDE KRUPS,F,EA,ZRAW,899,Other Packaging
8990178400,LAYER PAD 109x109CM,F,EA,ZRAW,899,Other Packaging
8990178500,LAYER PAD SIDE 420x200CM,F,EA,ZRAW,899,Other Packaging
8990178800,BROCHURE URUGUAY for MINI ME,F,EA,ZRAW,899,Other Packaging
8990179400,Welcome Pack Voucher 0518SPE015A,F,EA,ZRAW,899,Other Packaging
8990179500,BROCHURE NESTLE CN,F,EA,ZRAW,899,Other Packaging
8990179800,Angle Bar Shiga TW 1910x50x50 (mm),F,EA,ZRAW,899,Other Packaging
8990180100,BROCHURE CO.(MANULA DOLCE FAN 2018 V8),F,EA,ZRAW,899,Other Packaging
8990180200,BROCHURE CHILE (MINIME-CL-2017/12),F,EA,ZRAW,899,Other Packaging
8990180500,USER MANUAL 9781 ARIEL KRUPS,F,EA,ZRAW,899,Other Packaging
8990180900,BROCHURE FOR NDG AR(8020003497),F,EA,ZRAW,899,Other Packaging
8990180901,BROCHURE FOR NDG AR(8020003497/02),F,EA,ZRAW,899,Other Packaging
8990181300,Welcome Pack Voucher 0518SPE015A V.04,F,EA,ZRAW,899,Other Packaging
8990181400,QSG ARIEL KRUPS WE (8020002951-01),F,EA,ZRAW,899,Other Packaging
8990181401,QSG ARIEL KRUPS WE (1520013281),F,EA,ZRAW,899,Other Packaging
8990181500,LEAFLET EDG645/646 HARMFUL 5713243151,F,EA,ZRAW,899,Other Packaging
8990181600,LEAFLET EDG645/646 GB DECLARE 5713243161,F,EA,ZRAW,899,Other Packaging
8990181800,SPB KRUPS EE2 8020003508,F,EA,ZRAW,899,Other Packaging
8990182000,QSG-PXS-AOA 2018/12,F,EA,ZRAW,899,Other Packaging
8990182100,QSG DL 5713243121 2018/12,F,EA,ZRAW,899,Other Packaging
8990182200,QSG-PXS-AMS 2018/12,F,EA,ZRAW,899,Other Packaging
8990182300,SPB KRUPS EE1 8020003155,F,EA,ZRAW,899,Other Packaging
8990182400,SPB KRUPS AOA 8020003149,F,EA,ZRAW,899,Other Packaging
8990182500,SPB DELONGHI 5713243631,F,EA,ZRAW,899,Other Packaging
8990182501,SPB DELONGHI 5713243631_00_0119,F,EA,ZRAW,899,Other Packaging
8990182600,QSG NDG KR 9781 NEW ARIEL,F,EA,ZRAW,899,Other Packaging
8990182700,QSG-PXS-ZH-CN 2018/12,F,EA,ZRAW,899,Other Packaging
8990183200,WARRANTY ARNO 2018 1520008041,F,EA,ZRAW,899,Other Packaging
8990183300,QSG ARIEL KRUPS AOA 8020002953 2018/12,F,EA,ZRAW,899,Other Packaging
8990183400,QSG MLNX AMS 8020002966 2018/12,F,EA,ZRAW,899,Other Packaging
8990183401,QSG NDG PICCOLO XS AMS 8020002966/2,F,EA,ZRAW,899,Other Packaging
8990183500,QSG ARIEL KRUPS EE (8020002952-01),F,EA,ZRAW,899,Other Packaging
8990183700,QSG-PXS-AU-NZ 2018/12,F,EA,ZRAW,899,Other Packaging
8990183800,BROCHURE NDG JP PICCOLO XS,F,EA,ZRAW,899,Other Packaging
8990183900,LEAFLET NDG JP PICCOLO XS 9781,F,EA,ZRAW,899,Other Packaging
8990184100,BROCHURE Mini Me for Dominican,F,EA,ZRAW,899,Other Packaging
8990184300,FCM Leaflet NDG CN 9781,F,EA,ZRAW,899,Other Packaging
8990184400,BROCHURE NDG KR 9781,F,EA,ZRAW,899,Other Packaging
8990185100,WARRANTY CARD FOR MX NEW 2019,F,EA,ZRAW,899,Other Packaging
8990186200,BROCHURE NDG CN 9781,F,EA,ZRAW,899,Other Packaging
8990186600,ROHS Leaflet for Mini Me China,F,EA,ZRAW,899,Other Packaging
8990186800,WARRANTY CARD MX NEW BATAM 2019,F,EA,ZRAW,899,Other Packaging
8990186900,EAC Leaflet KP1A 8020003396,F,EA,ZRAW,899,Other Packaging
8990187400,BROCHURE UK 8020004272/ 5813216691,F,EA,ZRAW,899,Other Packaging
8990187401,BROCHURE UK 8020004272/ 5813216691-02,F,EA,ZRAW,899,Other Packaging
8990188000,LAYER PAD 1200 x 2200 mm,F,EA,ZRAW,899,Other Packaging
8990188300,QSG WE (8020004679/01) 2019/07,F,EA,ZRAW,899,Other Packaging
8990188400,QSG  EE (8020004680/01) 2019/07,F,EA,ZRAW,899,Other Packaging
8990189300,SAFETY RPECAUTION W-EUR (8020003154) SEB,F,EA,ZRAW,899,Other Packaging
8990189600,QSG ARIEL KRUPS AOA 8020002953 2018/12,F,EA,ZRAW,899,Other Packaging
8990189700,WARRANTY CARD KRUPS (8020002121-02) 2018,F,EA,ZRAW,899,Other Packaging
8990189800,SPB 9781 ARIEL KRUPS AOA 8020003149,F,EA,ZRAW,899,Other Packaging
8990189900,SPB 9781 DELONGHI 5713243631,F,EA,ZRAW,899,Other Packaging
8990190000,SERVICE CARD DL (5713235001_02_1018),F,EA,ZRAW,899,Other Packaging
8990190100,QSG DL 5713243121 2018/12,F,EA,ZRAW,899,Other Packaging
8990190700,BROCHURE NDG SG,F,EA,ZRAW,899,Other Packaging
8990190701,BROCHURE NDG SG_1,F,EA,ZRAW,899,Other Packaging
8990191700,WARRANTY CARD PICCOLO XS CHINA,F,EA,ZRAW,899,Other Packaging
8990192000,WARRANTY CARD NESCAFE CN MINI ME,F,EA,ZRAW,899,Other Packaging
8990192400,WARRANTY CARD NESCAFE CN PICCOLO XS,F,EA,ZRAW,899,Other Packaging
8990192600,WARRANTY CARD MINI ME CHINA,F,EA,ZRAW,899,Other Packaging
8990193500,BROCHURE LEAFLET NDG CHILE,F,EA,ZRAW,899,Other Packaging
8990193600,QSG DL 5713246731,F,EA,ZRAW,899,Other Packaging
8990194000,NEW BROCHURE FOR NESTLE BRAZIL,F,EA,ZRAW,899,Other Packaging
8990195500,LEAFLET FOR SHIGA 5 BUTTON,F,EA,ZRAW,899,Other Packaging
8990195900,Safety precautions booklet Krups,F,EA,ZRAW,899,Other Packaging
8990196000,Quick start sheet,F,EA,ZRAW,899,Other Packaging
8990196100,EPS left,F,EA,ZRAW,899,Other Packaging
8990196200,EPS right,F,EA,ZRAW,899,Other Packaging
8990196300,Warranty card,F,EA,ZRAW,899,Other Packaging
8990196400,PCT leaflet Krups,F,EA,ZRAW,899,Other Packaging
8990196700,VOUCHER 20K for 9770 KOREA,F,EA,ZRAW,899,Other Packaging
8990196800,Voucher 10K Korea,F,EA,ZRAW,899,Other Packaging
8990196801,Voucher (Coupon) 2500K Korea New,F,EA,ZRAW,899,Other Packaging
8990197000,WARRANTY CARD PHILIPPINE,F,EA,ZRAW,899,Other Packaging
8990197500,QSG-PXS-AOA 2020/09,F,EA,ZRAW,899,Other Packaging
8990198700,ANGLE BAR 1300x50x50,F,EA,ZRAW,899,Other Packaging
8990198800,LAYER PAD 1150x1100,F,EA,ZRAW,899,Other Packaging
8990198900,WRAPPING FILM size 500 mm x 23mic x 1.6k,F,M,ZRAW,899,Other Packaging
8990199000,9781 BROCHURE CHINA NDG 2021,F,EA,ZRAW,899,Other Packaging
8990199600,Brief leaflet MAYA NBA/50-BRT-2011,F,EA,ZRAW,899,Other Packaging
8990199800,9781 QSG-PXS-ZH-CN 2020/12,F,EA,ZRAW,899,Other Packaging
8990200300,9603 Welcome card EU,F,EA,ZRAW,899,Other Packaging
8990200400,9781 LAYER PAD 1100 x 1100 mm,F,EA,ZRAW,899,Other Packaging
8990200600,9603 Nonwoven Bag white,F,EA,ZRAW,899,Other Packaging
8990200700,Paper belt water tank,F,EA,ZRAW,899,Other Packaging
8990200800,Paper belt drip tray,F,EA,ZRAW,899,Other Packaging
8990200900,9603 Envelop bag,F,EA,ZRAW,899,Other Packaging
8990201000,9603 QSG,F,EA,ZRAW,899,Other Packaging
8990201100,Overview PURO System and Coffee range,F,EA,ZRAW,899,Other Packaging
8990201300,QSGDL-MME-AR 2021/02,F,EA,ZRAW,899,Other Packaging
8990201400,SPDL-EN-AR 2021/02,F,EA,ZRAW,899,Other Packaging
8990201500,BROCHURE ME (MEIA) (5813217611),F,EA,ZRAW,899,Other Packaging
8990201600,WORLDWIDE-WARRANTY AND SERVICE DL 571323,F,EA,ZRAW,899,Other Packaging
8990202600,NDG-SPB- AMS (1520012231/01),F,EA,ZRAW,899,Other Packaging
8990203800,LAYER PAD 1100x800 MM,F,EA,ZRAW,899,Other Packaging
8990204200,9770 BROCHURE for CENTRAM,F,EA,ZRAW,899,Other Packaging
8990204600,WARRANTY CARD AU/NZL(NDG26102021),F,EA,ZRAW,899,Other Packaging
9010065100,WIK in-house Boiler Ass'y no tap 230V,E,EA,ZSFG,901,Heater Assembly
9010067800,WIK Boiler Ass'y no tap 100V Kaneta,E,EA,ZSFG,901,Heater Assembly
9040013800,GEAR MOTOR WIK-0018,F,EA,ZSFG,904,Motor Ass'y
9040031200,GEAR MOTOR WIK-0018(FYD),F,EA,ZSFG,904,Motor Ass'y
9110013700,ASSEMBLY NEEDLE PLATE,E,EA,ZSFG,911,Coffee Machine Sub-A
9110104500,ASS'Y WATER CONNECTOR,E,EA,ZSFG,911,Coffee Machine Sub-A
9110105000,ASS'Y DEFOND PUMP 230V,F,EA,ZSFG,911,Coffee Machine Sub-A
9110105900,ASS'Y WATER TANK L125,E,EA,ZSFG,911,Coffee Machine Sub-A
9110105901,ASS'Y WATER TANK L125 FOR SP,E,EA,ZSFG,911,Coffee Machine Sub-A
9110106000,ASS'Y CAPSULE HOLDER BLACK,E,EA,ZSFG,911,Coffee Machine Sub-A
9110107000,ASS'Y TANK OUTSIDE OUTSIDE L125,E,EA,ZSFG,911,Coffee Machine Sub-A
9110118400,ASS'Y THERMOBLOCK CPL 230V VDE,E,EA,ZSFG,911,Coffee Machine Sub-A
9110118401,ASS'Y THERMOBLOCK CPL 230V VDE,E,EA,ZSFG,911,Coffee Machine Sub-A
9110118500,ASS'Y HEAD,E,EA,ZSFG,911,Coffee Machine Sub-A
9110118600,ASS'Y CLAMP PLATE,E,EA,ZSFG,911,Coffee Machine Sub-A
9110119000,ASS'Y ELECTRONICS 230V,E,EA,ZSFG,911,Coffee Machine Sub-A
9110119100,ASS'Y ON/OFF BUTTON,E,EA,ZSFG,911,Coffee Machine Sub-A
9110119301,ASS'Y THERMOBLOCK CPL 230V UK,E,EA,ZSFG,911,Coffee Machine Sub-A
9110119400,FRAME BLACK WITH LASER PRINTED,E,EA,ZSFG,911,Coffee Machine Sub-A
9110122500,ASS'Y CAPSULE HOLDER COOL GREY,E,EA,ZSFG,911,Coffee Machine Sub-A
9110136900,ASS'Y PUMP 230V,E,EA,ZSFG,911,Coffee Machine Sub-A
9110138300,ASS'Y CLAMP HANDLE PIANO BLACK W/O DELON,E,EA,ZSFG,911,Coffee Machine Sub-A
9110138301,ASS'Y CLAMP HANDLE PIANO BLACK W/O DELON,E,EA,ZSFG,911,Coffee Machine Sub-A
9110138500,ASS'Y CLAMP HANDLE RED W/O DELONGHI,E,EA,ZSFG,911,Coffee Machine Sub-A
9110138501,ASS'Y CLAMP HANDLE RED W/O DELONGHI new,E,EA,ZSFG,911,Coffee Machine Sub-A
9110141300,COFFEE OUTLET B ASS'Y,E,EA,ZSFG,911,Coffee Machine Sub-A
9110141500,ASS'Y PUMP 120V,E,EA,ZSFG,911,Coffee Machine Sub-A
9110143600,ASS'Y PUMP 100V,E,EA,ZSFG,911,Coffee Machine Sub-A
9110144100,ASS'Y PUMP 127V,E,EA,ZSFG,911,Coffee Machine Sub-A
9110158900,FRAME BLACK WITH LASER PRINTED WE,E,EA,ZSFG,911,Coffee Machine Sub-A
9110162800,ASS'Y NEEDLE PLATE,E,EA,ZSFG,911,Coffee Machine Sub-A
9110163100,NEEDLE PLATE CPL,F,EA,ZSFG,911,Coffee Machine Sub-A
9110163101,NEEDLE PLATE CPL,F,EA,ZSFG,911,Coffee Machine Sub-A
9110164001,ASS'Y CLAMP HANDLE WHITE W/O DELONGHI,E,EA,ZSFG,911,Coffee Machine Sub-A
9110164100,ASS'Y CLAMP HANDLE SILVER W/O DELONGHI,E,EA,ZSFG,911,Coffee Machine Sub-A
9110164400,FLOWMETER WIRE CPL,E,EA,ZSFG,911,Coffee Machine Sub-A
9110164401,FLOWMETER WIRE CPL,E,EA,ZSFG,911,Coffee Machine Sub-A
9110175100,ASS'Y MIXING CHAMBER V2,E,EA,ZSFG,911,Coffee Machine Sub-A
9110244500,ASS'Y PCBA 230V,E,EA,ZSFG,911,Coffee Machine Sub-A
9110244700,ASS'Y THERMOBLOCK 230V 1400W,E,EA,ZSFG,911,Coffee Machine Sub-A
9110245200,ASS'Y CLAMP PLATE,E,EA,ZSFG,911,Coffee Machine Sub-A
9110245300,VALVE SWITCH CPL,E,EA,ZSFG,911,Coffee Machine Sub-A
9110245400,ASS'Y FLOWMETER,E,EA,ZSFG,911,Coffee Machine Sub-A
9110245401,ASS'Y FLOWMETER,E,EA,ZSFG,911,Coffee Machine Sub-A
9110245402,ASS'Y FLOWMETER,E,EA,ZSFG,911,Coffee Machine Sub-A
9110245600,ASS'Y WATER TANK,E,EA,ZSFG,911,Coffee Machine Sub-A
9110245602,ASS'Y WATER TANK FOR SP,E,EA,ZSFG,911,Coffee Machine Sub-A
9110246500,Frame lower assy,E,EA,ZSFG,911,Coffee Machine Sub-A
9110247400,SWITCH FOR SAPPORO S2 (drawer),E,EA,ZSFG,911,Coffee Machine Sub-A
9110252700,FRAME BLACK WITH LASER PRINTED,E,EA,ZSFG,911,Coffee Machine Sub-A
9110256100,ASS'Y PUMP 230V,E,EA,ZSFG,911,Coffee Machine Sub-A
9110256200,ASS'Y HMI CLAMP HANDLE FOR KP120510,E,EA,ZSFG,911,Coffee Machine Sub-A
9110256201,ASS'Y HMI CHERRY&ARCT GREY KP1205* NEW L,E,EA,ZSFG,911,Coffee Machine Sub-A
9110256400,ASS'Y WATER CONNECTOR,E,EA,ZSFG,911,Coffee Machine Sub-A
9110256500,ASS'Y CAPSULE HOLDER ARCTIC GREY,E,EA,ZSFG,911,Coffee Machine Sub-A
9110256600,ASS'Y DRIP TRAY FOR KP120510,E,EA,ZSFG,911,Coffee Machine Sub-A
9110256800,ASS'Y HEAD,E,EA,ZSFG,911,Coffee Machine Sub-A
9110257400,BACK PRESSURE VALVE ASSY S2,E,EA,ZSFG,911,Coffee Machine Sub-A
9110260900,ASS'Y HMI ARCTIC GREY&WHITE KP1201*,E,EA,ZSFG,911,Coffee Machine Sub-A
9110260901,ASS'Y HMI ARCTIC GREY&WHITE KP1201* NEW,E,EA,ZSFG,911,Coffee Machine Sub-A
9110261000,ASS'Y DRIP TRAY FOR KP1201* ARCTIC GREY&,E,EA,ZSFG,911,Coffee Machine Sub-A
9110261200,ASS'Y HMI KP1208* ANTHRACITE BLACK,E,EA,ZSFG,911,Coffee Machine Sub-A
9110261201,ASS'Y HMI ANTHRACITE&BLACK KP1208* NEW L,E,EA,ZSFG,911,Coffee Machine Sub-A
9110261300,ASS'Y HEAD WITH BLACK VALVE TILT PART,E,EA,ZSFG,911,Coffee Machine Sub-A
9110261400,ASS'Y CAPSULE HOLDER RAL9005 BK,E,EA,ZSFG,911,Coffee Machine Sub-A
9110261500,ASS'Y DRIP TRAY KP1208* ANTHRACITE&BLACK,E,EA,ZSFG,911,Coffee Machine Sub-A
9110261700,ASS'Y HMI KP1206* VIOLET&DARK GREY,E,EA,ZSFG,911,Coffee Machine Sub-A
9110261701,ASS'Y HMI VIOLET&GREY KP1206* NEW LOGO,E,EA,ZSFG,911,Coffee Machine Sub-A
9110261800,ASS'Y CAPSULE HOLDER NCS S 5502-B DA&GR,E,EA,ZSFG,911,Coffee Machine Sub-A
9110261900,ASS'Y DRIP TRAY KP1206* VIOLET DARK GREY,F,EA,ZSFG,911,Coffee Machine Sub-A
9110261901,ASS'Y DRIP TRAY KP123* ARCTIC GREY&BLACK,E,EA,ZSFG,911,Coffee Machine Sub-A
9110262000,ASS'Y PCBA 230V,F,EA,ZSFG,911,Coffee Machine Sub-A
9110264200,ASS'Y HMI EDG305 BLACK&GREY,E,EA,ZSFG,911,Coffee Machine Sub-A
9110264201,ASS'Y HMI BLACK&GREY NEW LOGO,E,EA,ZSFG,911,Coffee Machine Sub-A
9110264300,ASS'Y DRIP TRAY EDG305.BG,E,EA,ZSFG,911,Coffee Machine Sub-A
9110264500,ASS'Y HMI EDG305.WB,E,EA,ZSFG,911,Coffee Machine Sub-A
9110264501,ASS'Y HMI BLACK&WHITE NEW LOGO,E,EA,ZSFG,911,Coffee Machine Sub-A
9110264800,ASS'Y HMI EDG305.WR,E,EA,ZSFG,911,Coffee Machine Sub-A
9110264801,ASS'Y HMI WHITE&RED NEW LOGO,E,EA,ZSFG,911,Coffee Machine Sub-A
9110264900,ASS'Y DRIP TRAY FOR EDG305.WR,E,EA,ZSFG,911,Coffee Machine Sub-A
9110266800,FRAME NCS S 6030-R60B PRINTED LASER KP12,F,EA,ZSFG,911,Coffee Machine Sub-A
9110267500,ASS'Y PUMP 120V FOR 9770 127V VERSION,E,EA,ZSFG,911,Coffee Machine Sub-A
9110267600,ASS'Y PUMP 120V FOR 9770 120V VERSION,E,EA,ZSFG,911,Coffee Machine Sub-A
9110269802,ASS'Y THERMOBLOCK CPL 230V 1400W AU RE,E,EA,ZSFG,911,Coffee Machine Sub-A
9110277800,ASS'Y PCBA 120V,E,EA,ZSFG,911,Coffee Machine Sub-A
9110278000,ASS'Y THERMOBLOCK 127V 1400W,E,EA,ZSFG,911,Coffee Machine Sub-A
9110278900,ASS'Y PCBA 100V,E,EA,ZSFG,911,Coffee Machine Sub-A
9110279000,ASS'Y PUMP 100V,E,EA,ZSFG,911,Coffee Machine Sub-A
9110280600,VALVE SWITCH CPL,E,EA,ZSFG,911,Coffee Machine Sub-A
9110283900,ASS'Y WATER CONNECTOR,E,EA,ZSFG,911,Coffee Machine Sub-A
9110284000,ASS'Y PUMP 230V,E,EA,ZSFG,911,Coffee Machine Sub-A
9110284500,ASS'Y ON/OFF BUTTON,E,EA,ZSFG,911,Coffee Machine Sub-A
9110284600,ASS'Y CAPSULE HOLDER COOL GREY NCS S6502,E,EA,ZSFG,911,Coffee Machine Sub-A
9110284700,ASS'Y WATER TANK PIANO BLACK,E,EA,ZSFG,911,Coffee Machine Sub-A
9110284800,ASS'Y WATER TANK COOL GREY,E,EA,ZSFG,911,Coffee Machine Sub-A
9110285000,ASS'Y WATER TANK PURE WHITE,E,EA,ZSFG,911,Coffee Machine Sub-A
9110285001,ASS’Y WATER TANK W/O TANK HANDLE,E,EA,ZSFG,911,Coffee Machine Sub-A
9110285100,ASS'Y DRIP TRAY PIANO BLACK,E,EA,ZSFG,911,Coffee Machine Sub-A
9110285200,ASS'Y DRIP TRAY DARK RED,F,EA,ZSFG,911,Coffee Machine Sub-A
9110285400,ASS'Y DRIP TRAY PURE WHITE,E,EA,ZSFG,911,Coffee Machine Sub-A
9110285500,ASS'Y PUMP 127V,E,EA,ZSFG,911,Coffee Machine Sub-A
9110285600,ASS'Y PUMP 120V UL,F,EA,ZSFG,911,Coffee Machine Sub-A
9110289100,ASS'Y CLAMP PLATE,E,EA,ZSFG,911,Coffee Machine Sub-A
9110290102,ASS'Y THERMOBLOCK CPL 127V 1400W MEX RE,E,EA,ZSFG,911,Coffee Machine Sub-A
9110292800,ASS'Y THERMOBLOCK 110V 1400W,E,EA,ZSFG,911,Coffee Machine Sub-A
9110293102,ASS'Y THERMOBLOCK CPL 230V PERU RE,E,EA,ZSFG,911,Coffee Machine Sub-A
9110293500,FRAME BLACK WITH LASER PRINTED,E,EA,ZSFG,911,Coffee Machine Sub-A
9110296800,FRAME WITH LASER PRINTED FOR TH,E,EA,ZSFG,911,Coffee Machine Sub-A
